latitude,longitude,altitude,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,lidar_distance,speed
37.77235389714183,-122.41864612237322,211.42561536892447,0.1987683165352718,1.7132541905134122,-0.09607115362723369,-7.257783697112915,-33.98727062149714,-39.73001055706875,45.640152400017215,22.335411537939173
37.78347856030196,-122.42357974129311,193.36979901175118,1.6552112348298997,-0.2968052107086947,-1.5202292217171944,-16.748891604129472,-107.40159652528038,-132.24530778816379,86.53113211753694,10.998620113408165
37.779679024478995,-122.41845613637906,129.3659773794063,-1.0798880052026412,-0.8453181299004358,-0.5386638874086827,56.35654111366268,32.78765584564747,-71.29238886669994,109.99794849359711,14.073084476471713
37.774763249463355,-122.42330926114514,296.4284761422652,-0.3422216151331407,0.4325690011520355,1.3419959210027141,32.65944993330815,-15.931539070789462,-165.12865665602547,73.3301924856097,25.492649551987263
37.77190426700238,-122.41516319805577,258.8914532514849,-1.159374538387164,0.5107398640997395,0.45851920550980557,-5.353126735423575,92.82162457941553,15.427462539242615,53.86079667202447,21.446358804162724
37.773738394212515,-122.42331012482451,268.5120419335191,-0.06904410700992122,0.3428243093058925,0.7175822821070726,51.37323644474541,-56.76953103796205,-67.12489818549047,55.88682993132561,21.839579239127247
37.77178269917349,-122.4124038855139,38.823464054966195,-1.2411971427582362,1.8240896168368472,-1.020376773266299,28.737217244110806,33.17620186812194,42.99580441029574,69.7769272748628,19.013238342554484
37.78027757127447,-122.41456919488377,329.77511619549927,-0.44018411654692585,-1.336871689429745,-0.3923232560526036,-84.07414376865147,157.63814645904355,-34.191282131793066,79.61360177981327,13.14347440918288
37.774442582653215,-122.42345498874457,338.98224269191746,1.011054508593513,-0.10912378058170154,-0.011101963089451009,5.499659205104797,-78.65464325212525,25.455419728029565,25.507780476789684,16.594023564343825
37.78038041289447,-122.4197982141073,321.57669708281924,0.45153390807286353,-1.314650222457876,-0.530596808312853,-38.90584379304339,34.75526253851504,-32.70009060950936,68.17990052841131,12.024113797526688
37.76796538621985,-122.42164678842138,396.3301586110931,-2.203670368320243,-0.9299405968214359,2.7336482940424625,103.76714941435462,77.43224349685568,33.22509317341235,40.90190337497836,26.434024942640352
37.778638739512004,-122.42299714251891,283.5611114503186,-0.9381750991136564,-2.575677151840393,0.31488660897227133,93.17274756695886,13.071839955911575,18.38777132377219,81.20988857365239,11.719125598974983
